"","GeneID","Chr","Start","End","Strand","Length"
"5300","gene-YOR118W","NC_001147.6","546857","548560","+",1704
"5301","gene-YOR119C","NC_001147.6","548792","550246","-",1455
"5302","gene-YOR120W","NC_001147.6","551114","552052","+",939
"5303","gene-YOR122C","NC_001147.6;NC_001147.6","552298;552875","552665;552887","-;-",381
"5304","gene-YOR123C","NC_001147.6","553176","554570","-",1395
"5305","gene-YOR124C","NC_001147.6","554824","558642","-",3819
"5306","gene-YOR125C","NC_001147.6","559030","559731","-",702
"5307","gene-YOR126C","NC_001147.6","559961","560677","-",717
"5308","gene-YOR127W","NC_001147.6","561170","564193","+",3024
"5309","gene-YOR128C","NC_001147.6","564476","566191","-",1716
"5310","gene-YOR129C","NC_001147.6","566877","569558","-",2682
"5311","gene-YOR130C","NC_001147.6","569929","570807","-",879
"5312","gene-YOR131C","NC_001147.6","572182","572838","-",657
"5313","gene-YOR132W","NC_001147.6","573175","574830","+",1656
"5314","gene-YOR133W","NC_001147.6","575098","577626","+",2529
"5315","gene-YOR134W","NC_001147.6","578564","579793","+",1230
"5316","gene-YOR136W","NC_001147.6","580250","581359","+",1110
"5317","gene-YOR137C","NC_001147.6","581813","583681","-",1869
"5318","gene-YOR138C","NC_001147.6","584309","586324","-",2016
"5319","gene-YOR140W","NC_001147.6","586981","589281","+",2301
"5320","gene-YOR141C","NC_001147.6","589942","592587","-",2646
"5321","gene-YOR142W","NC_001147.6","593057","594046","+",990
"5322","gene-YOR142W-A","NC_001147.6","595112","596434","+",1323
"5323","gene-YOR142W-B","NC_001147.6","595112","600380","+",5269
"5324","gene-YOR143C","NC_001147.6","601383","602342","-",960
"5325","gene-YOR144C","NC_001147.6","602717","605092","-",2376
"5326","gene-YOR145C","NC_001147.6","605347","606171","-",825
"5327","gene-YOR147W","NC_001147.6","606607","608475","+",1869
"5328","gene-YOR148C","NC_001147.6","608640","609197","-",558
"5329","gene-YOR149C","NC_001147.6","609838","611388","-",1551
"5330","gene-YOR150W","NC_001147.6","611999","612490","+",492
"5331","gene-YOR151C","NC_001147.6","612997","616671","-",3675
"5332","gene-YOR152C","NC_001147.6","617518","618288","-",771
"5333","gene-YOR153W","NC_001147.6","619840","624375","+",4536
"5334","gene-YOR154W","NC_001147.6","624729","626492","+",1764
"5335","gene-YOR155C","NC_001147.6","626628","627980","-",1353
"5336","gene-YOR156C","NC_001147.6","628360","630540","-",2181
"5337","gene-YOR157C","NC_001147.6","630966","631751","-",786
"5338","gene-YOR158W","NC_001147.6","632164","633120","+",957
"5339","gene-YOR159C","NC_001147.6","633282","633566","-",285
"5340","gene-YOR160W","NC_001147.6","633839","636757","+",2919
"5341","gene-YOR161C","NC_001147.6","636939","638558","-",1620
"5342","gene-YOR161C-C","NC_001147.6","639121","639267","-",147
"5343","gene-YOR162C","NC_001147.6","639560","641992","-",2433
"5344","gene-YOR163W","NC_001147.6","642741","643307","+",567
"5345","gene-YOR164C","NC_001147.6","643394","644332","-",939
"5346","gene-YOR165W","NC_001147.6","644566","646896","+",2331
"5347","gene-YOR166C","NC_001147.6","647126","648502","-",1377
"5348","gene-YOR167C","NC_001147.6","648804","649007","-",204
"5349","gene-YOR168W","NC_001147.6","649303","651732","+",2430
"5350","gene-YOR171C","NC_001147.6","652010","653884","-",1875
"5351","gene-YOR172W","NC_001147.6","654210","656570","+",2361
"5352","gene-YOR173W","NC_001147.6","657264","658325","+",1062
"5353","gene-YOR174W","NC_001147.6","658747","659601","+",855
"5354","gene-YOR175C","NC_001147.6","659815","661674","-",1860
"5355","gene-YOR176W","NC_001147.6","662401","663582","+",1182
"5356","gene-YOR177C","NC_001147.6","665785","667179","-",1395
"5357","gene-YOR178C","NC_001147.6","667860","670241","-",2382
"5358","gene-YOR179C","NC_001147.6","671845","672411","-",567
"5359","gene-YOR180C","NC_001147.6","674352","675167","-",816
"5360","gene-YOR181W","NC_001147.6","675939","677840","+",1902
"5361","gene-YOR182C","NC_001147.6;NC_001147.6","678191;678791","678379;678793","-;-",192
"5362","gene-YOR183W","NC_001147.6","678872","679261","+",390
"5363","gene-YOR184W","NC_001147.6","679357","680544","+",1188
"5364","gene-YOR185C","NC_001147.6","681444","682106","-",663
"5365","gene-YOR186W","NC_001147.6","683111","683545","+",435
"5366","gene-YOR187W","NC_001147.6","684030","685343","+",1314
"5367","gene-YOR188W","NC_001147.6","685767","689180","+",3414
"5368","gene-YOR189W","NC_001147.6","689624","689974","+",351
"5369","gene-YOR190W","NC_001147.6","690695","692032","+",1338
"5370","gene-YOR191W","NC_001147.6","692475","697334","+",4860
"5371","gene-YOR192C","NC_001147.6","698768","700567","-",1800
"5372","gene-YOR192C-A","NC_001147.6","708416","709732","-",1317
"5373","gene-YOR192C-B","NC_001147.6","704419","709732","-",5314
"5374","gene-YOR192C-C","NC_001147.6","703988","704224","-",237
"5375","gene-YOR193W","NC_001147.6","710446","711576","+",1131
"5376","gene-YOR194C","NC_001147.6","711683","712543","-",861
"5377","gene-YOR195W","NC_001147.6","712866","715331","+",2466
"5378","gene-YOR196C","NC_001147.6","715593","716837","-",1245
"5379","gene-YOR197W","NC_001147.6","717086","718384","+",1299
"5380","gene-YOR198C","NC_001147.6","718653","720065","-",1413
"5381","gene-YOR201C","NC_001147.6","720470","721708","-",1239
"5382","gene-YOR202W","NC_001147.6","721946","722608","+",663
"5383","gene-YOR204W","NC_001147.6","722911","724725","+",1815
"5384","gene-YOR205C","NC_001147.6","725564","727234","-",1671
"5385","gene-YOR206W","NC_001147.6","727512","729644","+",2133
"5386","gene-YOR207C","NC_001147.6","730008","733457","-",3450
"5387","gene-YOR208W","NC_001147.6","733925","736177","+",2253
"5388","gene-YOR209C","NC_001147.6","736437","737726","-",1290
"5389","gene-YOR210W","NC_001147.6","738320","738532","+",213
"5390","gene-YOR211C","NC_001147.6","738924","741569","-",2646
"5391","gene-YOR212W","NC_001147.6","742910","744181","+",1272
"5392","gene-YOR213C","NC_001147.6","744535","745281","-",747
"5393","gene-YOR214C","NC_001147.6","745593","746303","-",711
"5394","gene-YOR215C","NC_001147.6","746725","747282","-",558
"5395","gene-YOR216C","NC_001147.6","747525","748979","-",1455
"5396","gene-YOR217W","NC_001147.6","749301","751886","+",2586
"5397","gene-YOR219C","NC_001147.6","752214","755009","-",2796
"5398","gene-YOR220W","NC_001147.6","755328","756125","+",798
"5399","gene-YOR221C","NC_001147.6","756476","757558","-",1083
"5400","gene-YOR222W","NC_001147.6","758330","759253","+",924
"5401","gene-YOR223W","NC_001147.6","759782","760660","+",879
"5402","gene-YOR224C","NC_001147.6","760825","761265","-",441
"5403","gene-YOR226C","NC_001147.6","761614","762084","-",471
"5404","gene-YOR227W","NC_001147.6","762825","766565","+",3741
"5405","gene-YOR228C","NC_001147.6","766869","767777","-",909
"5406","gene-YOR229W","NC_001147.6","768409","769812","+",1404
"5407","gene-YOR230W","NC_001147.6","770800","772113","+",1314
"5408","gene-YOR231W","NC_001147.6","772601","774127","+",1527
"5409","gene-YOR232W","NC_001147.6","774573","775259","+",687
"5410","gene-YOR233W","NC_001147.6","775846","778248","+",2403
"5411","gene-YOR234C","NC_001147.6;NC_001147.6","778555;779387","778859;779405","-;-",324
"5412","gene-YOR235W","NC_001147.6","779870","780184","+",315
"5413","gene-YOR236W","NC_001147.6","780906","781541","+",636
"5414","gene-YOR237W","NC_001147.6","781994","783298","+",1305
"5415","gene-YOR238W","NC_001147.6","783677","784588","+",912
"5416","gene-YOR239W","NC_001147.6","784857","786744","+",1888
"5417","gene-YOR241W","NC_001147.6","786995","788641","+",1647
"5418","gene-YOR242C","NC_001147.6","788742","789857","-",1116
"5419","gene-YOR243C","NC_001147.6","790211","792241","-",2031
"5420","gene-YOR244W","NC_001147.6","792531","793868","+",1338
"5421","gene-YOR245C","NC_001147.6","794076","795332","-",1257
"5422","gene-YOR246C","NC_001147.6","795801","796793","-",993
"5423","gene-YOR247W","NC_001147.6","797676","798308","+",633
"5424","gene-YOR249C","NC_001147.6","798674","800731","-",2058
"5425","gene-YOR250C","NC_001147.6","800970","802307","-",1338
"5426","gene-YOR251C","NC_001147.6","802550","803464","-",915
"5427","gene-YOR252W","NC_001147.6","803667","804203","+",537
"5428","gene-YOR253W","NC_001147.6","804377","804907","+",531
"5429","gene-YOR254C","NC_001147.6","805032","807023","-",1992
"5430","gene-YOR255W","NC_001147.6","807271","808107","+",837
"5431","gene-YOR256C","NC_001147.6","808254","810683","-",2430
"5432","gene-YOR257W","NC_001147.6","811008","811493","+",486
"5433","gene-YOR258W","NC_001147.6","811671","812324","+",654
"5434","gene-YOR259C","NC_001147.6","812395","813708","-",1314
"5435","gene-YOR260W","NC_001147.6","813984","815720","+",1737
"5436","gene-YOR261C","NC_001147.6","815915","816931","-",1017
"5437","gene-YOR262W","NC_001147.6","817292","818335","+",1044
"5438","gene-YOR264W","NC_001147.6","818866","820158","+",1293
"5439","gene-YOR265W","NC_001147.6","820454","820774","+",321
"5440","gene-YOR266W","NC_001147.6","821023","822294","+",1272
"5441","gene-YOR267C","NC_001147.6","822588","824867","-",2280
"5442","gene-YOR268C","NC_001147.6","825534","825932","-",399
"5443","gene-YOR269W","NC_001147.6","826385","827869","+",1485
"5444","gene-YOR270C","NC_001147.6","828052","830574","-",2523
"5445","gene-YOR271C","NC_001147.6","831059","832042","-",984
"5446","gene-YOR272W","NC_001147.6","832813","834195","+",1383
"5447","gene-YOR273C","NC_001147.6","834452","836431","-",1980
"5448","gene-YOR274W","NC_001147.6","837674","838960","+",1287
"5449","gene-YOR275C","NC_001147.6","839084","841069","-",1986
"5450","gene-YOR276W","NC_001147.6","841333","841818","+",486
"5451","gene-YOR278W","NC_001147.6","842817","843644","+",828
"5452","gene-YOR279C","NC_001147.6","843698","844630","-",933
"5453","gene-YOR280C","NC_001147.6","844992","845792","-",801
"5454","gene-YOR281C","NC_001147.6","846269","847129","-",861
"5455","gene-YOR283W","NC_001147.6","847453","848145","+",693
"5456","gene-YOR284W","NC_001147.6","848478","849209","+",732
"5457","gene-YOR285W","NC_001147.6","849635","850054","+",420
"5458","gene-YOR286W","NC_001147.6","850280","850729","+",450
"5459","gene-YOR287C","NC_001147.6","850937","851839","-",903
"5460","gene-YOR288C","NC_001147.6","852121","853077","-",957
"5461","gene-YOR289W","NC_001147.6","853357","854112","+",756
"5462","gene-YOR290C","NC_001147.6","855147","860258","-",5112
"5463","gene-YOR291W","NC_001147.6","861175","865593","+",4419
"5464","gene-YOR292C","NC_001147.6","865653","866582","-",930
"5465","gene-YOR293C-A","NC_001147.6","867998","868147","-",150
"5466","gene-YOR293W","NC_001147.6;NC_001147.6","867098;867587","867149;867852","+;+",318
"5467","gene-YOR294W","NC_001147.6","868340","868951","+",612
"5468","gene-YOR295W","NC_001147.6","869208","869894","+",687
"5469","gene-YOR296W","NC_001147.6","870202","874071","+",3870
"5470","gene-YOR297C","NC_001147.6","874743","875321","-",579
"5471","gene-YOR298C-A","NC_001147.6","877230","877685","-",456
"5472","gene-YOR298W","NC_001147.6","875599","877038","+",1440
"5473","gene-YOR299W","NC_001147.6","878435","880675","+",2241
"5474","gene-YOR301W","NC_001147.6","880965","882272","+",1308
"5475","gene-YOR302W","NC_001147.6","882765","882842","+",78
"5476","gene-YOR303W","NC_001147.6","882899","884134","+",1236
"5477","gene-YOR304C-A","NC_001147.6","888520","888750","-",231
"5478","gene-YOR304W","NC_001147.6","884514","887876","+",3363
"5479","gene-YOR305W","NC_001147.6","889022","889750","+",729
"5480","gene-YOR306C","NC_001147.6","889867","891432","-",1566
"5481","gene-YOR307C","NC_001147.6","892731","894092","-",1362
"5482","gene-YOR308C","NC_001147.6","894624","896387","-",1764
"5483","gene-YOR310C","NC_001147.6","896825","898360","-",1536
"5484","gene-YOR311C","NC_001147.6","899056","899928","-",873
"5485","gene-YOR312C","NC_001147.6;NC_001147.6","900250;901194","900767;901194","-;-",519
"5486","gene-YOR313C","NC_001147.6","901858","902874","-",1017
"5487","gene-YOR314W","NC_001147.6","903043","903372","+",330
"5488","gene-YOR315W","NC_001147.6","904760","905800","+",1041
"5489","gene-YOR316C","NC_001147.6","906236","907555","-",1320
"5490","gene-YOR316C-A","NC_001147.6","907726","907935","-",210
"5491","gene-YOR317W","NC_001147.6","909343","911445","+",2103
"5492","gene-YOR319W","NC_001147.6","912822","913463","+",642
"5493","gene-YOR320C","NC_001147.6","913619","915094","-",1476
"5494","gene-YOR321W","NC_001147.6","916030","918291","+",2262
"5495","gene-YOR322C","NC_001147.6","918606","921062","-",2457
"5496","gene-YOR323C","NC_001147.6","921535","922905","-",1371
"5497","gene-YOR324C","NC_001147.6","923232","925040","-",1809
"5498","gene-YOR326W","NC_001147.6","925721","930445","+",4725
"5499","gene-YOR327C","NC_001147.6","930734","931081","-",348
"5500","gene-YOR328W","NC_001147.6","931803","936497","+",4695
"5501","gene-YOR329C","NC_001147.6","936731","939349","-",2619
"5502","gene-YOR330C","NC_001147.6","939621","943385","-",3765
"5503","gene-YOR332W","NC_001147.6","943656","944357","+",702
"5504","gene-YOR334W","NC_001147.6","944596","946008","+",1413
"5505","gene-YOR335C","NC_001147.6","946233","949109","-",2877
"5506","gene-YOR336W","NC_001147.6","949773","953870","+",4098
"5507","gene-YOR337W","NC_001147.6","954344","956623","+",2280
"5508","gene-YOR338W","NC_001147.6","956898","957989","+",1092
"5509","gene-YOR339C","NC_001147.6","958362","958832","-",471
"5510","gene-YOR340C","NC_001147.6","959202","960182","-",981
"5511","gene-YOR341W","NC_001147.6","960987","965981","+",4995
"5512","gene-YOR342C","NC_001147.6","966666","967625","-",960
"5513","gene-YOR343C","NC_001147.6","968148","968474","-",327
"5514","gene-YOR343W-A","NC_001147.6","970578","971894","+",1317
"5515","gene-YOR343W-B","NC_001147.6","970578","975891","+",5314
"5516","gene-YOR344C","NC_001147.6","977194","978069","-",876
"5517","gene-YOR346W","NC_001147.6","981828","984785","+",2958
"5518","gene-YOR347C","NC_001147.6","984942","986462","-",1521
"5519","gene-YOR348C","NC_001147.6","986899","988782","-",1884
"5520","gene-YOR349W","NC_001147.6","989789","992833","+",3045
"5521","gene-YOR350C","NC_001147.6","992864","994855","-",1992
"5522","gene-YOR351C","NC_001147.6","995018","996511","-",1494
"5523","gene-YOR352W","NC_001147.6","997213","998244","+",1032
"5524","gene-YOR353C","NC_001147.6","998453","1000828","-",2376
"5525","gene-YOR354C","NC_001147.6","1001147","1003225","-",2079
"5526","gene-YOR355W","NC_001147.6","1005137","1006705","+",1569
"5527","gene-YOR356W","NC_001147.6","1007221","1009116","+",1896
"5528","gene-YOR357C","NC_001147.6","1009224","1009712","-",489
"5529","gene-YOR358W","NC_001147.6","1010161","1010889","+",729
"5530","gene-YOR359W","NC_001147.6","1011189","1012760","+",1572
"5531","gene-YOR360C","NC_001147.6","1013241","1014821","-",1581
"5532","gene-YOR361C","NC_001147.6","1015361","1017652","-",2292
"5533","gene-YOR362C","NC_001147.6","1017880","1018746","-",867
"5534","gene-YOR363C","NC_001147.6","1020222","1023212","-",2991
"5535","gene-YOR365C","NC_001147.6","1023461","1025572","-",2112
"5536","gene-YOR367W","NC_001147.6","1026007","1026609","+",603
"5537","gene-YOR368W","NC_001147.6","1026843","1028048","+",1206
"5538","gene-YOR369C","NC_001147.6","1028194","1028625","-",432
"5539","gene-YOR370C","NC_001147.6","1029183","1030994","-",1812
"5540","gene-YOR371C","NC_001147.6","1031489","1034182","-",2694
"5541","gene-YOR372C","NC_001147.6","1034807","1036471","-",1665
"5542","gene-YOR373W","NC_001147.6","1036834","1039389","+",2556
"5543","gene-YOR374W","NC_001147.6","1039840","1041399","+",1560
"5544","gene-YOR375C","NC_001147.6","1041678","1043042","-",1365
"5545","gene-YOR376W","NC_001147.6","1043191","1043559","+",369
"5546","gene-YOR376W-A","NC_001147.6","1045196","1045351","+",156
"5547","gene-YOR377W","NC_001147.6","1046226","1047803","+",1578
"5548","gene-YOR378W","NC_001147.6","1049511","1051058","+",1548
"5549","gene-YOR380W","NC_001147.6","1051290","1052930","+",1641
"5550","gene-YOR381W","NC_001147.6","1055545","1057680","+",2136
"5551","gene-YOR381W-A","NC_001147.6","1058423","1058590","+",168
"5552","gene-YOR382W","NC_001147.6","1059531","1059992","+",462
"5553","gene-YOR383C","NC_001147.6","1060441","1061055","-",615
"5554","gene-YOR384W","NC_001147.6","1061564","1063648","+",2085
"5555","gene-YOR385W","NC_001147.6","1065043","1065915","+",873
"5556","gene-YOR386W","NC_001147.6","1066839","1068536","+",1698
"5557","gene-YOR387C","NC_001147.6","1069621","1070241","-",621
"5558","gene-YOR388C","NC_001147.6","1071793","1072923","-",1131
"5559","gene-YOR389W","NC_001147.6","1074213","1076087","+",1875
"5560","gene-YOR390W","NC_001147.6","1076784","1077911","+",1128
"5561","gene-YOR391C","NC_001147.6","1078545","1079258","-",714
"5562","gene-YOR393W","NC_001147.6","1080276","1081589","+",1314
"5563","gene-YOR394C-A","NC_001147.6","1084202","1084369","-",168
"5564","gene-YOR394W","NC_001147.6","1082718","1083212","+",495
"5565","gene-YOR396W","NC_001147.6","1085473","1090863","+",5391
"5566","gene-YPL001W","NC_001148.4","554605","555729","+",1125
"5567","gene-YPL002C","NC_001148.4","553627","554328","-",702
"5568","gene-YPL003W","NC_001148.4","552020","553408","+",1389
"5569","gene-YPL004C","NC_001148.4","550632","551657","-",1026
"5570","gene-YPL005W","NC_001148.4","548486","550306","+",1821
"5571","gene-YPL006W","NC_001148.4","544631","548143","+",3513
"5572","gene-YPL007C","NC_001148.4","542082","543848","-",1767
"5573","gene-YPL008W","NC_001148.4","539385","541970","+",2586
"5574","gene-YPL009C","NC_001148.4","535820","538936","-",3117
"5575","gene-YPL010W","NC_001148.4","535018","535587","+",570
"5576","gene-YPL011C","NC_001148.4","533642","534703","-",1062
"5577","gene-YPL012W","NC_001148.4","529723","533409","+",3687
"5578","gene-YPL013C","NC_001148.4","528985","529350","-",366
"5579","gene-YPL014W","NC_001148.4","527547","528692","+",1146
"5580","gene-YPL015C","NC_001148.4","525810","526883","-",1074
"5581","gene-YPL016W","NC_001148.4","521014","524958","+",3945
"5582","gene-YPL017C","NC_001148.4","518734","520233","-",1500
"5583","gene-YPL018W","NC_001148.4","517651","518760","+",1110
"5584","gene-YPL019C","NC_001148.4","514511","517018","-",2508
"5585","gene-YPL020C","NC_001148.4","512313","514178","-",1866
"5586","gene-YPL021W","NC_001148.4","511101","511664","+",564
"5587","gene-YPL022W","NC_001148.4","506697","509999","+",3303
"5588","gene-YPL023C","NC_001148.4","504339","506312","-",1974
"5589","gene-YPL024W","NC_001148.4","503517","504242","+",726
"5590","gene-YPL026C","NC_001148.4","500675","502183","-",1509
"5591","gene-YPL027W","NC_001148.4","499665","500402","+",738
"5592","gene-YPL028W","NC_001148.4","498096","499292","+",1197
"5593","gene-YPL029W","NC_001148.4","495506","497719","+",2214
"5594","gene-YPL030W","NC_001148.4","493543","495246","+",1704
"5595","gene-YPL031C","NC_001148.4;NC_001148.4","492018;493021","492918;493037","-;-",918
"5596","gene-YPL032C","NC_001148.4","488887","491364","-",2478
"5597","gene-YPL033C","NC_001148.4","487362","488207","-",846
"5598","gene-YPL034W","NC_001148.4","486712","487209","+",498
"5599","gene-YPL036W","NC_001148.4","482843","485686","+",2844
"5600","gene-YPL037C","NC_001148.4","481428","481901","-",474
"5601","gene-YPL038W","NC_001148.4","480535","481068","+",534
"5602","gene-YPL038W-A","NC_001148.4","480182","480373","+",192
"5603","gene-YPL039W","NC_001148.4","479225","480175","+",951
"5604","gene-YPL040C","NC_001148.4","475993","479001","-",3009
"5605","gene-YPL041C","NC_001148.4","475118","475741","-",624
"5606","gene-YPL042C","NC_001148.4","473040","474707","-",1668
"5607","gene-YPL043W","NC_001148.4","469939","471996","+",2058
"5608","gene-YPL045W","NC_001148.4","467260","469656","+",2397
"5609","gene-YPL046C","NC_001148.4","466644","466943","-",300
"5610","gene-YPL047W","NC_001148.4","465962","466261","+",300
"5611","gene-YPL048W","NC_001148.4","464401","465648","+",1248
"5612","gene-YPL049C","NC_001148.4","462481","463839","-",1359
"5613","gene-YPL050C","NC_001148.4","460779","461966","-",1188
"5614","gene-YPL051W","NC_001148.4","459963","460559","+",597
"5615","gene-YPL052W","NC_001148.4","458799","459678","+",880
"5616","gene-YPL053C","NC_001148.4","457118","458458","-",1341
"5617","gene-YPL054W","NC_001148.4","455759","456664","+",906
"5618","gene-YPL055C","NC_001148.4","453992","454990","-",999
"5619","gene-YPL056C","NC_001148.4","453430","453735","-",306
"5620","gene-YPL057C","NC_001148.4","451909","453057","-",1149
"5621","gene-YPL058C","NC_001148.4","445842","450377","-",4536
"5622","gene-YPL059W","NC_001148.4","444579","445031","+",453
"5623","gene-YPL060C-A","NC_001148.4","437333","442742","-",5410
"5624","gene-YPL060W","NC_001148.4","434523","435764","+",1242
"5625","gene-YPL061W","NC_001148.4","432588","434090","+",1503
"5626","gene-YPL062W","NC_001148.4","431895","432299","+",405
"5627","gene-YPL063W","NC_001148.4","429939","431369","+",1431
"5628","gene-YPL064C","NC_001148.4","428711","429616","-",906
"5629","gene-YPL065W","NC_001148.4","427927","428655","+",729
"5630","gene-YPL066W","NC_001148.4","426233","427672","+",1440
"5631","gene-YPL067C","NC_001148.4","425251","425847","-",597
"5632","gene-YPL068C","NC_001148.4","424215","425096","-",882
"5633","gene-YPL069C","NC_001148.4","422885","423892","-",1008
"5634","gene-YPL070W","NC_001148.4","420948","422786","+",1839
"5635","gene-YPL071C","NC_001148.4","420048","420518","-",471
"5636","gene-YPL072W","NC_001148.4","418512","420011","+",1500
"5637","gene-YPL074W","NC_001148.4","415763","418027","+",2265
"5638","gene-YPL075W","NC_001148.4;NC_001148.4","412254;413013","412261;415362","+;+",2358
"5639","gene-YPL076W","NC_001148.4","410443","411285","+",843
"5640","gene-YPL077C","NC_001148.4","409368","410090","-",723
"5641","gene-YPL078C","NC_001148.4","408010","408744","-",735
"5642","gene-YPL079W","NC_001148.4;NC_001148.4","406636;407068","406646;407539","+;+",483
"5643","gene-YPL080C","NC_001148.4","406172","406498","-",327
"5644","gene-YPL081W","NC_001148.4;NC_001148.4","404950;405458","404956;406044","+;+",594
"5645","gene-YPL082C","NC_001148.4","398480","404083","-",5604
"5646","gene-YPL083C","NC_001148.4","396702","398105","-",1404
"5647","gene-YPL084W","NC_001148.4","394038","396572","+",2535
"5648","gene-YPL085W","NC_001148.4","387067","393654","+",6588
"5649","gene-YPL086C","NC_001148.4","384773","386446","-",1674
"5650","gene-YPL087W","NC_001148.4","383455","384408","+",954
"5651","gene-YPL088W","NC_001148.4","381965","382993","+",1029
"5652","gene-YPL089C","NC_001148.4","379120","381150","-",2031
"5653","gene-YPL090C","NC_001148.4;NC_001148.4","377291;378390","377995;378395","-;-",711
"5654","gene-YPL091W","NC_001148.4","375502","376953","+",1452
"5655","gene-YPL092W","NC_001148.4","373793","375169","+",1377
"5656","gene-YPL093W","NC_001148.4","370978","372921","+",1944
"5657","gene-YPL094C","NC_001148.4","369839","370663","-",825
"5658","gene-YPL095C","NC_001148.4","368071","369441","-",1371
"5659","gene-YPL096C-A","NC_001148.4","366529","366735","-",207
"5660","gene-YPL096W","NC_001148.4","366927","368018","+",1092
"5661","gene-YPL097W","NC_001148.4","364952","366430","+",1479
"5662","gene-YPL098C","NC_001148.4","364386","364727","-",342
"5663","gene-YPL099C","NC_001148.4","363520","364068","-",549
"5664","gene-YPL100W","NC_001148.4","361872","363362","+",1491
"5665","gene-YPL101W","NC_001148.4","360209","361579","+",1371
"5666","gene-YPL103C","NC_001148.4","358000","359406","-",1407
"5667","gene-YPL104W","NC_001148.4","355700","357676","+",1977
"5668","gene-YPL105C","NC_001148.4","352863","355412","-",2550
"5669","gene-YPL106C","NC_001148.4","350194","352275","-",2082
"5670","gene-YPL107W","NC_001148.4","349119","349865","+",747
"5671","gene-YPL108W","NC_001148.4","348446","348952","+",507
"5672","gene-YPL109C","NC_001148.4;NC_001148.4","345264;345597","345444;347389","-;-",1974
"5673","gene-YPL110C","NC_001148.4","341068","344739","-",3672
"5674","gene-YPL111W","NC_001148.4","339944","340945","+",1002
"5675","gene-YPL112C","NC_001148.4","337436","338620","-",1185
"5676","gene-YPL113C","NC_001148.4","335953","337143","-",1191
"5677","gene-YPL115C","NC_001148.4","332100","335486","-",3387
"5678","gene-YPL116W","NC_001148.4","329606","331699","+",2094
"5679","gene-YPL117C","NC_001148.4","327864","328730","-",867
"5680","gene-YPL118W","NC_001148.4","326628","327662","+",1035
"5681","gene-YPL119C","NC_001148.4","324411","326264","-",1854
"5682","gene-YPL119C-A","NC_001148.4","324024","324287","-",264
"5683","gene-YPL120W","NC_001148.4","322071","323744","+",1674
"5684","gene-YPL121C","NC_001148.4","320962","321630","-",669
"5685","gene-YPL122C","NC_001148.4","319226","320767","-",1542
"5686","gene-YPL123C","NC_001148.4","317641","318945","-",1305
"5687","gene-YPL124W","NC_001148.4","316755","317516","+",762
"5688","gene-YPL125W","NC_001148.4","313388","316486","+",3099
"5689","gene-YPL126W","NC_001148.4","310210","312900","+",2691
"5690","gene-YPL127C","NC_001148.4","308828","309604","-",777
"5691","gene-YPL128C","NC_001148.4","306533","308221","-",1689
"5692","gene-YPL129W","NC_001148.4;NC_001148.4","305298;305412","305306;306137","+;+",735
"5693","gene-YPL130W","NC_001148.4","304387","305058","+",672
"5694","gene-YPL131W","NC_001148.4","303121","304014","+",894
"5695","gene-YPL132W","NC_001148.4","301716","302618","+",903
"5696","gene-YPL133C","NC_001148.4","299888","301228","-",1341
"5697","gene-YPL134C","NC_001148.4","298571","299503","-",933
"5698","gene-YPL135W","NC_001148.4","297553","298050","+",498
"5699","gene-YPL137C","NC_001148.4","292817","296647","-",3831
"5700","gene-YPL138C","NC_001148.4","291366","292427","-",1062
"5701","gene-YPL139C","NC_001148.4","289669","291051","-",1383
"5702","gene-YPL140C","NC_001148.4","287514","289034","-",1521
"5703","gene-YPL141C","NC_001148.4","283464","286061","-",2598
"5704","gene-YPL143W","NC_001148.4;NC_001148.4","282122;282666","282140;282970","+;+",324
"5705","gene-YPL144W","NC_001148.4","280480","280926","+",447
"5706","gene-YPL145C","NC_001148.4","278395","279699","-",1305
"5707","gene-YPL146C","NC_001148.4","276162","277529","-",1368
"5708","gene-YPL147W","NC_001148.4","273255","275867","+",2613
"5709","gene-YPL148C","NC_001148.4","272294","272815","-",522
"5710","gene-YPL149W","NC_001148.4","271310","272194","+",885
"5711","gene-YPL150W","NC_001148.4","268188","270893","+",2706
"5712","gene-YPL151C","NC_001148.4","266180","267535","-",1356
"5713","gene-YPL152W","NC_001148.4","265028","266104","+",1077
"5714","gene-YPL152W-A","NC_001148.4","264602","264700","+",99
"5715","gene-YPL153C","NC_001148.4","261727","264192","-",2466
"5716","gene-YPL154C","NC_001148.4","259714","260931","-",1218
"5717","gene-YPL155C","NC_001148.4","257216","259336","-",2121
"5718","gene-YPL156C","NC_001148.4","255913","256767","-",855
"5719","gene-YPL157W","NC_001148.4","254814","255761","+",948
"5720","gene-YPL158C","NC_001148.4","252034","254310","-",2277
"5721","gene-YPL159C","NC_001148.4","250907","251668","-",762
"5722","gene-YPL160W","NC_001148.4","246990","250262","+",3273
"5723","gene-YPL161C","NC_001148.4","244319","246220","-",1902
"5724","gene-YPL162C","NC_001148.4","243206","244027","-",822
"5725","gene-YPL163C","NC_001148.4","241918","242700","-",783
"5726","gene-YPL164C","NC_001148.4","239350","241497","-",2148
"5727","gene-YPL165C","NC_001148.4","237956","239077","-",1122
"5728","gene-YPL166W","NC_001148.4","237338","237979","+",642
"5729","gene-YPL167C","NC_001148.4","232593","237107","-",4515
"5730","gene-YPL168W","NC_001148.4","231217","232509","+",1293
